,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
87467,4842323448436F684D72734F704D6731644D6C4A66773D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87468,567A416A6462675565703036674F7464594C624463513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87469,6730466247522F44397773355933396E3662303933773D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87470,4B624B6B386F6A484A375250617278426A4D386977513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87471,3842425667374B7549484E4B2F375677302F4C3243673D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87472,446B6F596E76527A7545502B614957557A7443674E513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87473,6D6D687A386F4946426D314B582B57643935423147513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87474,51515639664B6937546C7075786E42413745303443673D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87475,78597A4E474775515932306437595763534E453868513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87476,3032596751572B6B2B634E525869364F6E692B3041513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87477,4A73524D676A6E426E4A68716D7770503056332F64413D3D,68305A5371444441535958534F2B2B4F6F63574577513D3D,Творческий проект,3,2016/2017,незачет,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Отчисленный
87478,4A73524D676A6E426E4A68716D7770503056332F64413D3D,68305A5371444441535958534F2B2B4F6F63574577513D3D,Творческий проект,3,2016/2017,неудовлетворительно,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Отчисленный
87824,3657786A334B38364A47543253736A57332B453136673D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87901,703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87902,6B39342B654D5532463055516148526561554D3830773D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87903,7237784A66596234354F47414D31616A4C75494B30673D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87904,48544C444E314976433871506C614235777A2B7973513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87905,346B47547753447254734162724C5546554B506E78513D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,незачет,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87906,346B47547753447254734162724C5546554B506E78513D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,неудовлетворительно,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87907,70466E6B664341374D43766C48534B4277375A7936673D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,незачет,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87908,70466E6B664341374D43766C48534B4277375A7936673D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,неудовлетворительно,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87909,32705A78715177366F5456553937532B636D2F794D413D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87910,3970545A4A384D374A6D734D746733637574674630413D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87911,32425852484273554D2B6130554D7A744F2F4A7A2B773D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87912,6A52642F644566634565307155687250727532494E513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87913,4D4C2F424E6F4976666B4547376C674A636E656544673D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87914,42694D576A37456E4D676B704773634967776E356C413D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87915,6E664E6F645941443066575A697532326775375075513D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,незачет,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
87916,6E664E6F645941443066575A697532326775375075513D3D,2F6B2F63542B743942495741745741493572703737673D3D,Творческий проект,3,2016/2017,неудовлетворительно,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
